token,Symbol,Series
2633,PAVNAIND,SM
6705,PAYTM,EQ
13055,PBAINFRA,EQ
2649,PCBL,EQ
29124,PCJEWELLER,EQ
15377,PDMJEPAPER,EQ
5264,PDSL,EQ
2610,PEARLPOLY,EQ
2412,PEL,EQ
20621,PENIND,EQ
5358,PENINLAND,BE
2822,PENTAGOLD,SM
11250,PERFECT,SM
18365,PERSISTENT,EQ
11351,PETRONET,EQ
14299,PFC,EQ
2643,PFIZER,EQ
13496,PFOCUS,EQ
22602,PFS,EQ
25358,PGEL,EQ
2535,PGHH,EQ
940,PGHL,EQ
14260,PGIL,EQ
14552,PHOENIXLTD,EQ
2664,PIDILITIND,EQ
2738,PIGL,SM
24184,PIIND,EQ
11445,PILANIINVS,EQ
30835,PILITA,EQ
18992,PIONDIST,EQ
13463,PIONEEREMB,EQ
14134,PITTIENG,EQ
10318,PKTEA,BE
13920,PLASTIBLEN,EQ
10666,PNB,EQ
8736,PNBGILTS,EQ
18908,PNBHOUSING,EQ
9346,PNC,BE
9385,PNCINFRA,EQ
20446,PODDARHOUS,EQ
19036,PODDARMENT,EQ
17651,POKARNA,EQ
6656,POLICYBZR,EQ
9590,POLYCAB,EQ
25718,POLYMED,EQ
2687,POLYPLEX,EQ
10661,PONNIERODE,EQ
11403,POONAWALLA,EQ
14977,POWERGRID,EQ
18457,POWERINDIA,EQ
10473,POWERMECH,EQ
15209,PPAP,EQ
10297,PPL,EQ
13945,PRAENG,BE
2705,PRAJIND,EQ
2708,PRAKASH,EQ
19599,PRAKASHSTL,EQ
1204,PRAXIS,EQ
12603,PRECAM,EQ
7950,PRECISION,SM
2711,PRECOT,EQ
9304,PRECWIRE,BE
17415,PREMEXPLN,BE
2720,PREMIER,EQ
3908,PREMIERPOL,EQ
11671,PRESSMN,EQ
20302,PRESTIGE,EQ
19631,PRICOLLTD,EQ
11864,PRIMESECU,EQ
16045,PRINCEPIPE,EQ
8304,PRITI,EQ
5292,PRITIKAUTO,EQ
8825,PRIVISCL,EQ
19352,PROLIFE,SM
8735,PROPEQUITY,SM
28859,PROZONINTU,EQ
2739,PRSMJOHNSN,EQ
21001,PSB,EQ
20877,PSPPROJECT,EQ
15032,PSUBNKBEES,EQ
11355,PTC,EQ
14101,PTL,EQ
507,PULZ,SM
4344,PUNJABCHEM,EQ
14922,PURVA,EQ
6273,PVP,BE
13147,PVR,EQ
15330,QGOLDHALF,EQ
16819,QNIFTY,EQ
5870,QUADPRO,SM
17704,QUESS,EQ
13116,QUICKHEAL,EQ
11268,RADAAN,BE
10990,RADICO,EQ
19877,RADIOCITY,EQ
2431,RAILTEL,EQ
15337,RAIN,EQ
7401,RAJESHEXPO,EQ
2168,RAJMET,EQ
18964,RAJRATAN,BE
8425,RAJRILTD,EQ
2809,RAJSREESUG,EQ
14403,RAJTV,EQ
2816,RALLIS,EQ
13565,RAMANEWS,EQ
10300,RAMASTEEL,EQ
2043,RAMCOCEM,EQ
4587,RAMCOIND,EQ
7851,RAMCOSYS,EQ
20134,RAMKY,EQ
2837,RANASUG,EQ
16751,RANEENGINE,EQ
2844,RANEHOLDIN,EQ
7177,RATEGAIN,EQ
13451,RATNAMANI,EQ
2859,RAYMOND,EQ
1494,RBA,EQ
16745,RBL,EQ
18391,RBLBANK,EQ
2866,RCF,EQ
13187,RCOM,EQ
15355,RECLTD,EQ
14255,REDINGTON,EQ
17764,REFEX,EQ
24225,RELAXO,EQ
2882,RELCAPITAL,EQ
51,RELIABLE,SM
2885,RELIANCE,EQ
15068,RELIGARE,EQ
553,RELINFRA,EQ
3965,REMSONSIND,EQ
12026,RENUKA,EQ
29598,REPCOHOME,EQ
1480,REPL,EQ
13126,REPRO,EQ
20323,RESPONIND,EQ
11961,REVATHI,EQ
5309,REXPIPES,SM
15129,RGL,EQ
21733,RHFL,EQ
31163,RHIM,EQ
8208,RICHA,SM
2909,RICOAUTO,EQ
2912,RIIL,EQ
8944,RITCO,EQ
3761,RITES,EQ
20954,RKDL,BE
1547,RKEC,EQ
11411,RKFORGE,EQ
21816,RMDRIP,SM
11975,RML,EQ
13182,ROHLTD,EQ
5279,ROLEXRINGS,EQ
19104,ROLLT,EQ
5982,ROLTA,BE
359,ROML,EQ
19410,ROSSARI,EQ
28913,ROSSELLIND,EQ
9049,ROTO,EQ
128,ROUTE,EQ
16725,RPGLIFE,EQ
15259,RPOWER,EQ
20760,RPPINFRA,EQ
6913,RPPL,EQ
8119,RPSGVENT,EQ
6429,RSSOFTWARE,EQ
2794,RSWM,EQ
13414,RSYSTEMS,EQ
27297,RTNINDIA,EQ
17520,RTNPOWER,EQ
2939,RUBYMILLS,EQ
17029,RUCHI,EQ
8423,RUCHINFRA,BE
13821,RUCHIRA,EQ
25724,RUPA,EQ
24595,RUSHIL,EQ
1572,RVHL,BE
9552,RVNL,EQ
18497,SABEVENTS,EQ
15060,SABTN,BE
13236,SADBHAV,EQ
10622,SADBHIN,BE
13035,SAFARI,EQ
8175,SAGARDEEP,EQ
14068,SAGCEM,EQ
2963,SAIL,EQ
9539,SAKAR,EQ
2969,SAKHTISUG,EQ
11794,SAKSOFT,EQ
13251,SAKUMA,EQ
21362,SALASAR,EQ
17351,SALONA,EQ
11634,SALSTEEL,EQ
11399,SALZERELEC,EQ
4127,SAMBHAAV,EQ
19049,SANCO,EQ
2988,SANDESH,EQ
2397,SANDHAR,EQ
4184,SANGAMIND,EQ
2997,SANGHIIND,EQ
14058,SANGHVIMOV,EQ
11032,SANGINITA,EQ
1442,SANOFI,EQ
5751,SANSERA,EQ
6718,SAPPHIRE,EQ
17758,SARDAEN,EQ
4892,SAREGAMA,EQ
14043,SARLAPOLY,EQ
1798,SARVESHWAR,SM
11983,SASKEN,EQ
20063,SASTASUNDR,EQ
11045,SATIA,EQ
10453,SATIN,EQ
6792,SBC,EQ
4656,SBCL,EQ
17971,SBICARD,EQ
21808,SBILIFE,EQ
3045,SBIN,EQ
17,SCAPDVR,EQ
1011,SCHAEFFLER,EQ
20698,SCHAND,EQ
31234,SCHNEIDER,EQ
3048,SCI,EQ
1344,SDBL,BE
2616,SEAMECLTD,EQ
13025,SECL,SM
412,SECURCRED,SM
11058,SECURKLOUD,EQ
7091,SEJALLTD,EQ
13598,SELAN,EQ
6274,SELMC,BE
15308,SEPC,EQ
27303,SEPOWER,EQ
14296,SEQUENT,EQ
5507,SERVOTECH,EQ
3066,SESHAPAPER,EQ
17514,SETCO,EQ
25418,SETUINFRA,BE
10836,SEYAIND,BE
19184,SFL,EQ
5114,SGIL,EQ
13367,SGL,EQ
11856,SHAHALLOYS,EQ
8727,SHAILY,EQ
10683,SHAIVAL,SM
25574,SHAKTIPUMP,EQ
714,SHALBY,EQ
15342,SHALPAINTS,EQ
20321,SHANKARA,EQ
5650,SHANTI,EQ
3078,SHANTIGEAR,EQ
4992,SHARDACROP,EQ
10530,SHARDAMOTR,EQ
104,SHAREINDIA,EQ
17044,SHARIABEES,EQ
5068,SHEMAROO,EQ
8394,SHIGAN,SM
15883,SHIL,EQ
17752,SHILPAMED,EQ
7016,SHIVALIK,EQ
13756,SHIVAMAUTO,EQ
1497,SHIVAMILLS,EQ
804,SHIVATEX,EQ
13446,SHIVAUM,SM
11212,SHK,EQ
11813,SHOPERSTOP,EQ
708,SHRADHA,EQ
3099,SHREDIGCEM,EQ
3103,SHREECEM,EQ
10588,SHREEPUSHK,EQ
7627,SHREERAMA,EQ
11149,SHRENIK,EQ
3126,SHREYANIND,EQ
3129,SHREYAS,EQ
17190,SHRIPISTON,BE
11739,SHRIRAMCIT,EQ
7200,SHRIRAMPPS,EQ
6451,SHUBHLAXMI,SM
10188,SHYAMCENT,EQ
4693,SHYAMMETL,EQ
13741,SHYAMTEL,BE
6368,SICAL,EQ
3148,SIDDHIKA,SM
3150,SIEMENS,EQ
6663,SIGACHI,EQ
4522,SIGIND,EQ
662,SIGMA,SM
6218,SIKKO,EQ
11298,SIL,BE
2492,SILGO,EQ
4105,SILINV,EQ
19097,SILLYMONKS,EQ
8003,SILVER,EQ
551,SILVERTUC,SM
14612,SIMBHALS,EQ
9331,SIMPLEXINF,BE
381,SINTERCOM,EQ
11050,SIRCA,EQ
21501,SIS,EQ
14001,SITINET,BE
14096,SIYSIL,EQ
6643,SJS,EQ
18883,SJVN,EQ
3186,SKFINDIA,EQ
9428,SKIPPER,EQ
4732,SKMEGGPROD,EQ
1123,SKSTEXTILE,SM
9889,SMARTLINK,EQ
2320,SMCGLOBAL,EQ
3387,SMLISUZU,EQ
6843,SMLT,EQ
21551,SMSLIFE,EQ
14329,SMSPHARMA,EQ
847,SMVD,SM
4843,SNOWMAN,EQ
13826,SOBHA,EQ
8268,SOFTTECH,BE
3672,SOLARA,EQ
13332,SOLARINDS,EQ
1231,SOLEX,SM
3880,SOMANYCERA,EQ
9104,SOMATEX,BE
17794,SOMICONVEY,EQ
4684,SONACOMS,EQ
13616,SONAHISONA,SM
8806,SONAMCLOCK,EQ
6596,SONATSOFTW,EQ
13076,SORILINFRA,EQ
3021,SOTL,EQ
5948,SOUTHBANK,EQ
9678,SOUTHWEST,EQ
18252,SPAL,EQ
11435,SPANDANA,EQ
14788,SPARC,EQ
27107,SPECIALITY,EQ
5060,SPECTRUM,SM
8163,SPENCERS,EQ
3252,SPIC,EQ
11446,SPICEJET,EQ
11935,SPLIL,EQ
3321,SPMLINFRA,EQ
8521,SPRL,SM
21466,SPTL,BE
31837,SREEL,EQ
3267,SREINFRA,EQ
3273,SRF,EQ
14582,SRHHYPOLTD,EQ
20993,SRIRAM,SM
140,SRPL,EQ
4306,SRTRANSFIN,EQ
2686,SSINFRA,SM
11829,SSWL,EQ
7374,STAR,EQ
21091,STARCEMENT,EQ
7083,STARHEALTH,EQ
3291,STARPAPER,EQ
10948,STCINDIA,EQ
6803,STEELCAS,EQ
10406,STEELCITY,EQ
21339,STEELXIND,EQ
21484,STEL,EQ
4299,STERTOOLS,EQ
9309,STLTECH,EQ
2107,STOVEKRAFT,EQ
5186,STYLAMIND,EQ
9666,SUBCAPCITY,BE
967,SUBEXLTD,EQ
3324,SUBROS,EQ
3327,SUDARSCHEM,EQ
20790,SUMEETINDS,EQ
17105,SUMICHEM,EQ
11140,SUMIT,EQ
21275,SUMMITSEC,EQ
29008,SUNCLAYLTD,EQ
18931,SUNDARAM,EQ
3339,SUNDARMFIN,EQ
2183,SUNDARMHLD,EQ
4179,SUNDRMBRAK,EQ
3345,SUNDRMFAST,EQ
3348,SUNFLAG,EQ
3351,SUNPHARMA,EQ
17641,SUNTECK,EQ
13404,SUNTV,EQ
20616,SUPERHOUSE,EQ
8931,SUPERSPIN,BE
11689,SUPRAJIT,EQ
1401,SUPREMEENG,BE
3363,SUPREMEIND,EQ
15002,SUPREMEINF,EQ
7390,SUPRIYA,EQ
21077,SURANASOL,EQ
10700,SURANAT&P,EQ
8513,SURANI,SM
11852,SURYALAXMI,EQ
3375,SURYAROSNI,EQ
2970,SURYODAY,EQ
13801,SUTLEJTEX,EQ
638,SUULD,EQ
11233,SUVEN,EQ
17945,SUVENPHAR,EQ
2998,SUVIDHAA,EQ
12018,SUZLON,EQ
3262,SVLL,SM
5020,SVPGLOB,EQ
27095,SWANENERGY,EQ
8608,SWARAJ,SM
3384,SWARAJENG,EQ
11909,SWELECTES,EQ
12489,SWSOLAR,EQ
24190,SYMPHONY,EQ
10243,SYNGENE,EQ
3396,TAINWALCHM,EQ
9354,TAJGVK,EQ
14917,TAKE,EQ
13648,TALBROAUTO,EQ
13976,TANLA,EQ
2117,TARACHAND,SM
1581,TARC,EQ
14771,TARMAT,EQ
6943,TARSONS,EQ
20092,TASTYBITE,EQ
3405,TATACHEM,EQ
724,TATACOFFEE,EQ
3721,TATACOMM,EQ
3432,TATACONSUM,EQ
3411,TATAELXSI,EQ
1621,TATAINVEST,EQ
3423,TATAMETALI,EQ
3456,TATAMOTORS,EQ
16965,TATAMTRDVR,EQ
3426,TATAPOWER,EQ
3499,TATASTEEL,EQ
1639,TATASTLLP,EQ
5162,TATVA,EQ
27037,TBZ,EQ
10580,TCI,EQ
23456,TCIDEVELOP,BE
19223,TCIEXP,EQ
4172,TCNSBRANDS,EQ
184,TCPLPACK,EQ
11536,TCS,EQ
25178,TDPOWERSYS,EQ
12716,TEAMLEASE,EQ
6462,TECH,EQ
25190,TECHIN,EQ
13538,TECHM,EQ
6445,TECHNOE,EQ
7105,TEGA,EQ
21131,TEJASNET,EQ
3275,TEMBO,EQ
19292,TERASOFT,EQ
11549,TEXINFRA,EQ
18214,TEXMOPIPES,EQ
21828,TEXRAIL,EQ
3466,TFCILTD,EQ
14319,TFL,EQ
14611,TGBHOTELS,BE
18118,THANGAMAYL,EQ
21427,THEINVEST,EQ
28842,THEJO,SM
14485,THEMISMED,EQ
3475,THERMAX,EQ
3481,THOMASCOOK,EQ
31021,THOMASCOTT,BE
17032,THYROCARE,EQ
19196,TI,EQ
14019,TIDEWATER,EQ
14223,TIIL,EQ
312,TIINDIA,EQ
25482,TIJARIA,EQ
3484,TIL,EQ
7800,TIMESCAN,SM
10717,TIMESGTY,EQ
14707,TIMETECHNO,EQ
14198,TIMKEN,EQ
3493,TINPLATE,EQ
9121,TIPSINDLTD,BE
3496,TIRUMALCHM,EQ
21868,TIRUPATI,SM
22282,TIRUPATIFL,EQ
3506,TITAN,EQ
19205,TMRVL,EQ
3509,TNPETRO,EQ
3980,TNPL,EQ
9884,TNTELE,BE
3837,TOKYOPLAST,EQ
3518,TORNTPHARM,EQ
13786,TORNTPOWER,EQ
22423,TOTAL,EQ
16908,TOUCHWOOD,EQ
9219,TPLPLASTEH,EQ
21260,TRANSWIND,SM
25082,TREEHOUSE,EQ
7518,TREJHARA,EQ
1964,TRENT,EQ
17991,TRF,BE
9689,TRIDENT,BE
5428,TRIGYN,EQ
15174,TRIL,EQ
25584,TRITURBINE,EQ
13081,TRIVENI,EQ
11369,TTKHLTCARE,EQ
3546,TTKPRESTIG,EQ
14314,TTL,EQ
8954,TTML,EQ
14208,TV18BRDCST,EQ
11265,TVSELECT,EQ
8479,TVSMOTOR,EQ
14245,TVSSRICHAK,EQ
11275,TVTODAY,EQ
15414,TWL,EQ
16713,UBL,EQ
3570,UCALFUEL,EQ
4212,UCL,SM
11223,UCOBANK,EQ
7276,UDAICEMENT,EQ
1053,UFLEX,EQ
9039,UFO,EQ
19578,UGARSUGAR,EQ
5313,UGROCAP,EQ
25536,UJAAS,EQ
17069,UJJIVAN,EQ
15228,UJJIVANSFB,EQ
11532,ULTRACEMCO,EQ
8845,UMAEXPORTS,BE
11387,UMANGDAIRY,EQ
19145,UMESLTD,BE
3579,UNICHEMLAB,EQ
201,UNIDT,EQ
11293,UNIENTER,EQ
7797,UNIINFO,BE
10753,UNIONBANK,EQ
7564,UNITEDPOLY,BE
17999,UNITEDTEA,EQ
18977,UNIVASTU,EQ
3607,UNIVCABLES,EQ
17659,UNIVPHOTO,EQ
11287,UPL,EQ
2322,URAVI,SM
20203,URJA,EQ
8840,USHAMART,EQ
527,UTIAMC,EQ
21478,UTINEXT50,EQ
9168,UTISXN50,EQ
3634,UTTAMSTL,EQ
13376,UTTAMSUGAR,EQ
5945,UWCSL,SM
14766,V2RETAIL,EQ
24196,VADILALIND,EQ
11364,VAIBHAVGBL,EQ
16621,VAISHALI,BE
13342,VAKRANGEE,EQ
330,VALIANTORG,EQ
11220,VARDHACRLC,EQ
3646,VARDMNPOLY,EQ
3857,VARROC,EQ
18110,VASCONEQ,EQ
25340,VASWANI,EQ
18921,VBL,EQ
9020,VCL,EQ
3063,VEDL,EQ
3757,VENKEYS,EQ
13859,VENUSREM,EQ
2666,VERA,SM
8904,VERANDA,BE
18863,VERTOZ,EQ
3676,VESUVIUS,EQ
8652,VETO,EQ
15362,VGUARD,EQ
11892,VHL,EQ
13536,VIDHIING,EQ
5585,VIJAYA,EQ
17691,VIJIFIN,EQ
25756,VIKASECO,EQ
9931,VIKASLIFE,EQ
12148,VIKASPROP,EQ
3688,VIKASWSP,EQ
13101,VIMTALABS,EQ
17364,VINATIORGA,EQ
3694,VINDHYATEL,EQ
3807,VINEETLAB,EQ
5643,VINNY,SM
16821,VINYLINDIA,EQ
14847,VIPCLOTHNG,BE
3703,VIPIND,EQ
8437,VIPULLTD,BE
4221,VISAKAIND,EQ
13298,VISASTEEL,BE
7303,VISESHINFO,EQ
11773,VISHAL,EQ
6917,VISHNU,BE
13702,VISHWARAJ,EQ
29877,VIVIDHA,EQ
11965,VIVIMEDLAB,EQ
7610,VIVO,SM
3715,VLSFINANCE,EQ
3188,VMARCIND,SM
29284,VMART,EQ
13577,VOLTAMP,EQ
3718,VOLTAS,EQ
8696,VRLLOG,EQ
20973,VSCL,SM
27067,VSSL,EQ
3724,VSTIND,EQ
24292,VSTTILLERS,EQ
2073,VTL,EQ
20188,WABAG,EQ
9079,WALCHANNAG,BE
5013,WALPAR,SM
14067,WANBURY,BE
3745,WATERBASE,EQ
1933,WEALTH,BE
14606,WEBELSOLAR,BE
3748,WEIZMANIND,EQ
11821,WELCORP,EQ
11626,WELENT,EQ
19800,WELINV,EQ
11253,WELSPUNIND,EQ
4235,WENDT,EQ
11580,WESTLIFE,EQ
21492,WEWIN,SM
7837,WFL,BE
3766,WHEELS,EQ
18011,WHIRLPOOL,EQ
3772,WILLAMAGOR,EQ
5366,WINDLAS,EQ
24969,WINDMACHIN,EQ
12052,WINPRO,EQ
20491,WIPL,BE
3787,WIPRO,EQ
7506,WOCKPHARMA,EQ
3002,WONDERLA,EQ
22277,WORTH,EQ
3799,WSTCSTPAPR,EQ
11705,XCHANGING,EQ
8477,XELPMOC,EQ
11410,XPROINDIA,BE
24999,YAARI,EQ
11915,YESBANK,EQ
5501,YUKEN,EQ
3812,ZEEL,EQ
20852,ZEELEARN,EQ
14003,ZEEMEDIA,EQ
8802,ZENITHEXPO,BE
14562,ZENITHSTL,EQ
1076,ZENSARTECH,EQ
7508,ZENTEC,EQ
16915,ZFCVINDIA,EQ
7138,ZODIAC,BE
3821,ZODIACLOTH,EQ
5097,ZOMATO,EQ
11394,ZOTA,EQ
29050,ZUARI,EQ
3827,ZUARIGLOB,EQ
7929,ZYDUSLIFE,EQ
17635,ZYDUSWELL,EQ
